epoch,acc,loss,val_acc,val_loss
0,0.9251888625569396,0.20213869604599344,0.8928659445883935,0.35303493066315067
1,0.9445569984860472,0.14564916493145974,0.9000616698411473,0.3631719122722484
2,0.9546394181775523,0.11926639805046411,0.8767680870859247,0.5078285753465536
3,0.961881868000869,0.09982159392764935,0.8741570711135864,0.5594870182767249
4,0.967858862221896,0.08407091534809097,0.8255756638552013,1.1090425192786937
5,0.9737276840995956,0.06916318199300504,0.8671052576157084,0.5680908239201495
6,0.9780580417795496,0.058267372650104565,0.8616844873156464,0.729166381191789
7,0.9809323564990536,0.05050705604378011,0.827035359123297,0.7282613071433285
8,0.9839612007796109,0.04257092317463933,0.8665981376380251,0.7601161889339748
9,0.9857606490889749,0.03815320423384617,0.8718681432176054,0.6170469568225375
10,0.9873025448112698,0.033769750462046694,0.8566200696585471,0.994277434129464
11,0.9887534347209301,0.03036627381947915,0.8546189668408611,0.8280644738360455
12,0.9898094086201636,0.02761348240425462,0.8714295445304168,0.8676098491016188
13,0.9907400407633938,0.02499753819307783,0.8477590442226645,1.241068742254324
14,0.9916466327158959,0.022853574960922392,0.8476699546240923,1.2433369857700247
15,0.9922321396214622,0.02163460476677046,0.8713061942865974,1.012281226745823
16,0.9926236223388504,0.02030202269907222,0.8596970919977155,1.007004431203792
17,0.9931421662424947,0.01900117393943819,0.8812705552891681,0.7317922402892196
18,0.9935697066914905,0.017801912272717435,0.8727247772509592,0.7314097928373438
19,0.9940985529632359,0.016502179579865595,0.8802288901387599,0.7583055132836626
20,0.9941311765503097,0.016202742303529714,0.8840460468802536,0.7581827219641
21,0.9948076880895175,0.014809958288794035,0.883778774686027,0.6965705633424876
22,0.9947836482262873,0.01476276014870094,0.8646450061024281,0.7277141799006546
23,0.9951991699554108,0.014044983215613423,0.8587376640031212,1.0074288034648227
24,0.9953451202465937,0.013509887779594634,0.8861293811024281,0.7173946256700315
25,0.9954859166354924,0.012795137177006557,0.8708470367025911,0.8715922824646297
26,0.995676506286139,0.012321662999034583,0.8703124967583439,0.948770002053495
27,0.9958688152360392,0.012081524824875838,0.8658717049841296,0.9495348590507842
28,0.9959271935316233,0.011414219264854463,0.8636581672911059,1.009609173002996
29,0.9961795981768723,0.0109177866819504,0.8770216504732767,0.868223111880453
30,0.9961229361020602,0.011135805020003917,0.8731976405047533,0.8026056979831896
31,0.9964989667410379,0.010395128580877188,0.8768366196176463,0.6785821510772956
32,0.9964749287117969,0.010042570151835116,0.8815926499011224,0.7731245570538336
33,0.9964920983864711,0.010254040894554006,0.8760073964010205,0.7889127992747123
34,0.9969642823214059,0.009160496965101869,0.8865200051090174,0.7587291585248813
35,0.9969110550461234,0.009009674665931316,0.8889871101107514,0.7388588851481154
36,0.9968406582926655,0.009182653961665442,0.8709361294382497,1.0284354302443957
37,0.9969059045498188,0.008802133467183372,0.883703394678601,0.7077790345800551
38,0.9971651780736316,0.008404230400197115,0.8770627700968793,0.7852580325122465
39,0.9974124314365806,0.0075196486389728845,0.8875411126697272,0.6733557025068685
40,0.9972544633425199,0.007807565623015462,0.8857456082314775,0.7323806408727378
41,0.9969986242907388,0.008731612958961325,0.8765830559688702,0.8028061847414887
42,0.9976665533505953,0.006917030744175913,0.8842790477108537,0.7001229576897203
43,0.997494848874899,0.007220610574538344,0.8887815148684016,0.7736668654701166
44,0.9974192990051521,0.007496527515740037,0.869051533048613,0.9661093009145636
45,0.9976888744385688,0.006826824618642254,0.8879934133667695,0.7488385934317321
46,0.9976356458532941,0.007151978234321507,0.8993009815090581,0.6544779995292948
47,0.9976717029299055,0.006993474492860464,0.8820518056551615,0.6967284565693453
48,0.9976768542777051,0.0069434016143901855,0.8913308593787646,0.6943233367382434
49,0.997687156187309,0.0068155385054594194,0.8878769137357411,0.6598147671473654
